objectid,topoid,poigroup,poitype,poiname,poilabel,urbanity,lon,lat,sa2_code,sa2_name
51827,511713021,7,Headland,MISTRAL POINT,MISTRAL POINT,S,151.2651834760052,-33.94150534457714,118021566,Maroubra - North
53101,511749320,8,Suburb,SOUTH COOGEE,SOUTH COOGEE,U,151.25425004654622,-33.93454727904531,118021654,South Coogee
108769,515705158,3,Sports Field,,FOOTBALL FIELD,U,151.2505618622303,-33.9352540711849,118021654,South Coogee
109209,515789946,1,Nursing Home,BUPA MAROUBRA,BUPA MAROUBRA,U,151.24791506787378,-33.94243324231584,118021566,Maroubra - North
109268,515790554,1,Nursing Home,MAROUBRA SHORES,MAROUBRA SHORES,U,151.2394851802296,-33.93778376929986,118021566,Maroubra - North
109297,515790780,1,Nursing Home,SOUTHERN CROSS CARE SOUTH COOGEE RESIDENTIAL AGED CARE,SOUTHERN CROSS CARE SOUTH COOGEE RESIDENTIAL AGED CARE,U,151.2562429814619,-33.93725407848375,118021654,South Coogee
109305,515790820,1,Nursing Home,SOUTHERN CROSS CARE KILDARE RESIDENTIAL AGED CARE,SOUTHERN CROSS CARE KILDARE RESIDENTIAL AGED CARE,U,151.2429324040469,-33.94149633599974,118021566,Maroubra - North
109454,515792109,1,Retirement Village,IVAN COURT,IVAN COURT,U,151.24597821208633,-33.93617179444897,118021566,Maroubra - North
115801,517014474,2,Primary School,ST AIDAN'S CATHOLIC PRIMARY SCHOOL,ST AIDAN'S CATHOLIC PRIMARY SCHOOL,U,151.24240925666652,-33.94155467337753,118021566,Maroubra - North
115831,517014505,2,Primary School,SOUTH COOGEE PUBLIC SCHOOL,SOUTH COOGEE PUBLIC SCHOOL,U,151.25394210766007,-33.93337212871904,118021654,South Coogee
117062,517015826,2,Primary School,MAROUBRA BAY PUBLIC SCHOOL,MAROUBRA BAY PUBLIC SCHOOL,U,151.2525664500919,-33.94449996852269,118021567,Maroubra - South
117232,517016010,2,Primary School,MAROUBRA JUNCTION PUBLIC SCHOOL,MAROUBRA JUNCTION PUBLIC SCHOOL,U,151.23992804517303,-33.93687084146484,118021566,Maroubra - North
123657,517331909,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF INDONESIA,CONSULATE-GENERAL OF THE REPUBLIC OF INDONESIA,U,151.24459418221969,-33.942074001641224,118021566,Maroubra - North
123688,517332256,1,Embassy,CONSULATE OF MALAYSIA,CONSULATE OF MALAYSIA,U,151.23811116298504,-33.93781796656464,118021568,Maroubra - West
130576,517467245,1,Retirement Village,SOUTHERN CROSS KILDARE APARTMENTS,SOUTHERN CROSS KILDARE APARTMENTS,U,151.2428949434013,-33.94180246463143,118021566,Maroubra - North
130580,517467251,1,Retirement Village,SOUTHERN CROSS VILLAGE SOUTH COOGEE,SOUTHERN CROSS VILLAGE SOUTH COOGEE,U,151.25728068743038,-33.93708881843042,118021654,South Coogee
130832,517474002,3,Club,JUNIORS AT THE JUNCTION,JUNIORS AT THE JUNCTION,U,151.24041959431338,-33.9438817945577,118021567,Maroubra - South
131325,517490029,1,Retirement Village,ST BRIGID'S GREEN,ST BRIGID'S GREEN,U,151.24369559744096,-33.941913896122024,118021566,Maroubra - North
132373,517571647,1,Community Medical Centre,MENTAL HEALTH THE MAROUBRA CENTRE,MENTAL HEALTH THE MAROUBRA CENTRE,U,151.24113855915442,-33.94239510904736,118021567,Maroubra - South
133981,517590579,3,Park,YANDELL RESERVE,YANDELL RESERVE,U,151.24852636693308,-33.94314329646889,118021567,Maroubra - South
133982,517590580,3,Park,MURABORAH RESERVE,MURABORAH RESERVE,U,151.25434313806082,-33.943874614278144,118021567,Maroubra - South
133988,517590593,3,Park,RYAN AVENUE RESERVE,RYAN AVENUE RESERVE,U,151.25086531942148,-33.93937890932726,118021566,Maroubra - North
133992,517590599,3,Park,HEREWARD RESERVE,HEREWARD RESERVE,U,151.25646645355852,-33.94479913195331,118021567,Maroubra - South
133993,517590600,3,Park,ALLAWAH PARK,ALLAWAH PARK,U,151.25565160973065,-33.940277431963786,118021566,Maroubra - North
134016,517590704,1,Community Facility,MAROUBRA SENIOR CITIZENS CENTRE,MAROUBRA SENIOR CITIZENS CENTRE,U,151.23978079423003,-33.93918919588095,118021566,Maroubra - North
134020,517590718,1,Community Facility,TOTEM HALL,TOTEM HALL,U,151.25723965059157,-33.93462626105115,118021654,South Coogee
136894,517670112,1,Nursing Home,ST BRIGID'S GREEN MAROUBRA,ST BRIGID'S GREEN MAROUBRA,U,151.24369559744096,-33.941913896122024,118021566,Maroubra - North
140071,518275573,5,Filtration Plant,,Filtration Plant,U,151.25331668169468,-33.9390098353231,118021566,Maroubra - North
147370,504379524,3,Park,BEATTY STREET RESERVE,BEATTY STREET RESERVE,U,151.24405658543793,-33.944909657805425,118021567,Maroubra - South
147373,504395227,3,Park,JACK VANNY MEMORIAL PARK,JACK VANNY MEMORIAL PARK,S,151.2633893804827,-33.94263890262519,118021566,Maroubra - North
147430,518400185,3,Park,ASH PLACE RESERVE,ASH PLACE RESERVE,U,151.24963636751895,-33.93355535221696,118021654,South Coogee
147432,518400187,3,Park,SOLANDER PARK,SOLANDER PARK,U,151.2515846256223,-33.933325874099594,118021654,South Coogee
147434,518400189,3,Park,LURLINE BAY RESERVE,LURLINE BAY RESERVE,U,151.2594781354986,-33.93760028510748,118021566,Maroubra - North
147441,518400196,3,Park,JOHNSTON PARADE RESERVE,JOHNSTON PARADE RESERVE,U,151.25412084006228,-33.93749213467651,118021566,Maroubra - North
147442,518400197,3,Park,BYRNE AVENUE RESERVE,BYRNE AVENUE RESERVE,U,151.25331485272474,-33.93589221696489,118021654,South Coogee
147716,504395214,1,Place Of Worship,ST PAUL'S ANGLICAN CHURCH,ST PAUL'S ANGLICAN CHURCH,U,151.25688342186896,-33.933474748147155,118021654,South Coogee
154012,518439430,3,Park,LOCH MAREE STREET RESERVE,LOCH MAREE STREET RESERVE,U,151.24103376169336,-33.93342869109335,118021566,Maroubra - North
154021,518439446,3,Park,,Park,U,151.25041681575297,-33.94212772258117,118021566,Maroubra - North
154033,518439537,3,Park,IAN STREET RESERVE,IAN STREET RESERVE,U,151.24003343462385,-33.93330636904228,118021566,Maroubra - North
154447,518440514,1,Post Office,MAROUBRA POST OFFICE,MAROUBRA POST OFFICE,U,151.239877300241,-33.94191410180993,118021567,Maroubra - South
163877,517014600,2,Combined Primary-Secondary School,LYCEE CONDORCET THE INTERNATIONAL FRENCH SCHOOL OF SYDNEY,LYCEE CONDORCET THE INTERNATIONAL FRENCH SCHOOL OF SYDNEY,U,151.23880310201076,-33.93614793229513,118021566,Maroubra - North
170315,500322440,1,Place Of Worship,HOLY FAMILY CATHOLIC CHURCH,HOLY FAMILY CATHOLIC CHURCH,U,151.2419217238938,-33.94170170941639,118021566,Maroubra - North
170321,504379475,1,Library,BOWEN LIBRARY,BOWEN LIBRARY,U,151.2381209339604,-33.93832306866429,118021568,Maroubra - West
170323,504379484,1,Place Of Worship,MAROUBRA JUNCTION UNITING,MAROUBRA JUNCTION UNITING,U,151.23927816616725,-33.94355690400197,118021568,Maroubra - West
170327,504395219,1,Place Of Worship,ST MARY & JOSEPH CATHOLIC CHURCH,ST MARY & JOSEPH CATHOLIC CHURCH,U,151.257251025958,-33.937340024913084,118021654,South Coogee
170328,504395224,1,Place Of Worship,MAROUBRA BAY ST MARY & JOSEPHS,MAROUBRA BAY ST MARY & JOSEPHS,U,151.2558385356665,-33.93975172147101,118021566,Maroubra - North
2321,500269041,3,Target Range,ANZAC RIFLE RANGE,ANZAC RIFLE RANGE,S,151.25708241397584,-33.957694552374264,118021652,Malabar - La Perouse
2596,500300848,3,Park,RABAUL RESERVE,RABAUL RESERVE,U,151.24255641867637,-33.95643142876085,118021653,Matraville - Chifley
3032,500322497,3,Park,CORAL SEA PARK,CORAL SEA PARK,U,151.2445019072737,-33.94791577359504,118021567,Maroubra - South
26960,504379525,1,Post Office,MAROUBRA SOUTH POST OFFICE,MAROUBRA SOUTH POST OFFICE,U,151.24961217319338,-33.95137240023477,118021567,Maroubra - South
26961,504379526,2,High School,ST SPYRIDON COLLEGE,ST SPYRIDON COLLEGE,U,151.24428840288348,-33.955238008921285,118021567,Maroubra - South
27209,504395231,1,Community Facility,MAROUBRA SLSC,MAROUBRA SLSC,S,151.2565926668559,-33.947382030835406,118021567,Maroubra - South
27210,504395232,3,Park,JOHN SHORE PARK,JOHN SHORE PARK,U,151.25406179469692,-33.946625005282094,118021567,Maroubra - South
27213,504395241,1,Community Facility,SOUTH MAROUBRA SLSC,SOUTH MAROUBRA SLSC,S,151.2556181834189,-33.951301836232126,118021567,Maroubra - South
27214,504395242,1,Ambulance Station,MAROUBRA AMBULANCE STATION,MAROUBRA AMBULANCE STATION,U,151.2549566415858,-33.947070228189546,118021567,Maroubra - South
27215,504395243,3,Park,ARTHUR BYRNE RESERVE,ARTHUR BYRNE RESERVE,S,151.25420578295888,-33.949885957333684,118021567,Maroubra - South
27301,504395412,3,Park,BROAD ARROW RESERVE,BROAD ARROW RESERVE,S,151.2543953346704,-33.94769476681401,118021567,Maroubra - South
27302,504395413,3,Park,,Park,S,151.25616135604363,-33.94779467882731,118021567,Maroubra - South
27304,504395415,3,Park,,Park,S,151.25710763777064,-33.946418475259414,118021567,Maroubra - South
29108,504594070,3,Park,SOUTH MAROUBRA VILLAGE GREEN,SOUTH MAROUBRA VILLAGE GREEN,U,151.24968937081562,-33.95189101136941,118021567,Maroubra - South
51824,511713017,6,Beach,MAROUBRA BEACH,MAROUBRA BEACH,S,151.25724407928593,-33.94952557892573,118021567,Maroubra - South
53123,511751581,8,Suburb,MAROUBRA,MAROUBRA,U,151.2412393501293,-33.9462599383769,118021567,Maroubra - South
109411,515791793,1,Retirement Village,MAROUBRA GARDENS,MAROUBRA GARDENS,U,151.2508652394714,-33.951149044727366,118021567,Maroubra - South
115599,517014266,2,Primary School,ST MARY ST JOSEPH CATHOLIC PRIMARY SCHOOL,ST MARY ST JOSEPH CATHOLIC PRIMARY SCHOOL,U,151.2522008187032,-33.94739429381492,118021567,Maroubra - South
115813,517014487,2,Primary School,MATRAVILLE SOLDIERS SETTLEMENT PUBLIC SCHOOL,MATRAVILLE SOLDIERS SETTLEMENT PUBLIC SCHOOL,U,151.239801348582,-33.95784237716779,118021653,Matraville - Chifley
130354,517464238,3,Club,MAROUBRA SEALS SPORTS AND COMMUNITY CLUB,MAROUBRA SEALS SPORTS AND COMMUNITY CLUB,U,151.25570000646653,-33.946890957265936,118021567,Maroubra - South
131436,517492491,2,Preschool,MATRAVILLE SOLDIERS SETTLEMENT PUB SCH PRESCHOOL,MATRAVILLE SOLDIERS SETTLEMENT PUB SCH PRESCHOOL,U,151.24039526613888,-33.9575663579665,118021653,Matraville - Chifley
132086,517530182,2,Special School,ASPECT SOUTH EAST SYDNEY SCHOOL MAROUBRA,ASPECT SOUTH EAST SYDNEY SCHOOL MAROUBRA,U,151.25257970832712,-33.94722775232714,118021567,Maroubra - South
133983,517590585,3,Park,OCEAN VIEW RESERVE,OCEAN VIEW RESERVE,U,151.2474708222197,-33.9544512589814,118021567,Maroubra - South
134005,517590650,3,Sports Court,MAROUBRA SKATE PARK,MAROUBRA SKATE PARK,S,151.25575233782342,-33.948834034766584,118021567,Maroubra - South
138549,518102066,2,High School,THE BOWEN COLLEGE,THE BOWEN COLLEGE,U,151.25219171068457,-33.947488514364885,118021567,Maroubra - South
147420,518400175,3,Park,SOUTH MAROUBRA VILLAGE GREEN 2,SOUTH MAROUBRA VILLAGE GREEN 2,U,151.24970650168814,-33.9510187174793,118021567,Maroubra - South
147421,518400176,3,Park,CURTIN CRESCENT RESERVE,CURTIN CRESCENT RESERVE,U,151.25087628246118,-33.95149937520224,118021567,Maroubra - South
147433,518400188,3,Park,MANWARING AVENUE RESERVE,MANWARING AVENUE RESERVE,U,151.24639161228853,-33.95722642591827,118021567,Maroubra - South
147438,518400193,3,Park,MALABAR ROAD RESERVE,MALABAR ROAD RESERVE,U,151.24558515962366,-33.95358931828359,118021567,Maroubra - South
154036,518439563,3,Park,LEXINGTON PLACE RESERVE 1,LEXINGTON PLACE RESERVE 1,U,151.24656075427674,-33.949171761068754,118021567,Maroubra - South
154037,518439564,3,Park,LEXINGTON PLACE RESERVE 2,LEXINGTON PLACE RESERVE 2,U,151.2474114175283,-33.94972795822154,118021567,Maroubra - South
154038,518439571,3,Park,MALABAR ROAD RESERVE,MALABAR ROAD RESERVE,U,151.24751896742734,-33.95190831171598,118021567,Maroubra - South
154039,518439574,3,Park,MALABAR WETLAND,MALABAR WETLAND,U,151.245727086252,-33.95714508722629,118021567,Maroubra - South
154049,504379495,3,Park,MEMORIAL RESERVE,MEMORIAL RESERVE,U,151.24112211908638,-33.95371698292588,118021653,Matraville - Chifley
154055,504395414,3,Park,MAROUBRA BEACH PROMENADE,MAROUBRA BEACH PROMENADE,S,151.25674033012572,-33.94694239261237,118021567,Maroubra - South
154445,518440512,1,Post Office,MAROUBRA SOUTH POST OFFICE,MAROUBRA SOUTH POST OFFICE,U,151.2470564437522,-33.94934121613614,118021567,Maroubra - South
3015,500322174,3,Park,HEFFRON PARK,HEFFRON PARK,U,151.234537323425,-33.94897149677348,118021568,Maroubra - West
3016,500322185,3,Park,MATRAVILLE PARK,MATRAVILLE PARK,U,151.2319702186174,-33.953239866744106,118021568,Maroubra - West
3019,500322241,3,Park,NAGLE PARK,NAGLE PARK,U,151.23301410050342,-33.94322659882298,118021568,Maroubra - West
3025,500322318,3,Park,SNAPE PARK,SNAPE PARK,U,151.23441732197782,-33.93522552975208,118021568,Maroubra - West
3033,500322508,3,Sports Field,MARCELLIN SPORTS FIELD,MARCELLIN SPORTS FIELD,U,151.2380513648315,-33.94896915764025,118021568,Maroubra - West
26929,504379465,3,Sports Court,,TENNIS COURTS,U,151.23524261770407,-33.93476341881097,118021568,Maroubra - West
26938,504379488,3,Sports Court,,TENNIS COURTS,U,151.23304725013398,-33.951437783808466,118021568,Maroubra - West
26939,504379489,3,Sports Court,,NETBALL COURTS,U,151.23438933676178,-33.94806637705902,118021568,Maroubra - West
26940,504379490,3,Sports Centre,MATRAVILLE TENNIS SQUASH AND INDOOR CRICKET CENTRE,MATRAVILLE TENNIS SQUASH AND INDOOR CRICKET CENTRE,U,151.23217152298767,-33.951688981481524,118021568,Maroubra - West
29118,504594086,2,Primary School,MOUNT SINAI COLLEGE,MOUNT SINAI COLLEGE,U,151.23669192365082,-33.93527813034947,118021568,Maroubra - West
53135,511751624,8,Urban Place,MAROUBRA JUNCTION,MAROUBRA JUNCTION,U,151.23294501556646,-33.94179240677762,118021568,Maroubra - West
108439,515687631,1,Place Of Worship,,SALVATION ARMY CHURCH,U,151.23718726368165,-33.939561738323626,118021568,Maroubra - West
113744,516880521,4,Parking Area,,Parking Area,U,151.232701114882,-33.94743372670423,118021568,Maroubra - West
113745,516880563,3,Sports Field,,SOCCER FIELDS,U,151.23317748698557,-33.949416137343505,118021568,Maroubra - West
115924,517014601,2,High School,SOUTH SYDNEY HIGH SCHOOL,SOUTH SYDNEY HIGH SCHOOL,U,151.234864579683,-33.94415518651049,118021568,Maroubra - West
134010,517590658,3,Sports Field,,CRICKET GROUND,U,151.23373826479323,-33.93511816856452,118021568,Maroubra - West
134011,517590659,3,Sports Field,,CRICKET GROUND,U,151.23505343340352,-33.935547605794895,118021568,Maroubra - West
145296,504379482,2,High School,CORPUS CHRISTI COLLEGE MAROUBRA,CORPUS CHRISTI COLLEGE MAROUBRA,U,151.23002430871017,-33.94683920815803,118021568,Maroubra - West
147402,518400156,3,Park,WALSH AVENUE DRAINAGE RESERVE,WALSH AVENUE DRAINAGE RESERVE,U,151.2318033538584,-33.94557632731404,118021568,Maroubra - West
154023,518439456,3,Park,,Park,U,151.2370466908144,-33.93977561018965,118021568,Maroubra - West
160583,500322919,1,Police Station,MAROUBRA POLICE STATION,MAROUBRA POLICE STATION,U,151.23726274911493,-33.94104828029419,118021568,Maroubra - West
170313,500322207,1,Place Of Worship,OUR LADY OF ANNUNCIA,OUR LADY OF ANNUNCIA,U,151.22923013601527,-33.9465006744846,118021568,Maroubra - West
170314,500322252,1,Place Of Worship,WILD ST ANGLICAN CHURCH,WILD ST ANGLICAN CHURCH,U,151.2314902065403,-33.943239991431284,118021568,Maroubra - West
170320,504379467,1,Place Of Worship,KINGSFORD-MAROUBRA HEBREW,KINGSFORD-MAROUBRA HEBREW,U,151.23735965936783,-33.935663590316004,118021568,Maroubra - West
170322,504379477,1,Place Of Worship,ST ANDREWS CHURCH,ST ANDREWS CHURCH,U,151.2371854706443,-33.9421992466111,118021568,Maroubra - West
170324,504379486,3,Swimming Pool Facility,DES RENFORD AQUATIC CENTRE,DES RENFORD AQUATIC CENTRE,U,151.23811075065836,-33.95070729999597,118021568,Maroubra - West
2594,500300781,3,Park,FRED HOLLOWS RESERVE,FRED HOLLOWS RESERVE,U,151.24772320300045,-33.91387144750811,118021569,Randwick - North
3116,500324618,3,Park,GLEBE GULLY,GLEBE GULLY,U,151.24795707309653,-33.91251863974958,118021569,Randwick - North
26802,504379237,1,Child Care Centre,RANDWICK COOGEE PRE-SCHOOL,RANDWICK COOGEE PRE-SCHOOL,U,151.2403398418825,-33.911130863000125,118021569,Randwick - North
26817,504379258,1,Fire Station,RANDWICK FIRE STATION,RANDWICK FIRE STATION,U,151.24156727024229,-33.910164779193174,118021569,Randwick - North
26818,504379259,3,Club,RANDWICK BOWLING CLUB,RANDWICK BOWLING CLUB,U,151.2418028704935,-33.91002805150548,118021569,Randwick - North
26819,504379260,3,Sports Field,,BOWLING GREENS,U,151.24192796269344,-33.90979902218441,118021569,Randwick - North
26820,504379264,1,Local Government Chambers,RANDWICK CITY COUNCIL,RANDWICK CITY COUNCIL,U,151.2424419580378,-33.91089160590688,118021569,Randwick - North
26825,504379270,2,High School,MARCELLIN COLLEGE,MARCELLIN COLLEGE,U,151.24062484228781,-33.91331359223186,118021570,Randwick - South
26837,504379289,1,Place Of Worship,RANDWICK PRESBYTERIAN CHURCH,RANDWICK PRESBYTERIAN CHURCH,U,151.23965165871294,-33.91256392533141,118021569,Randwick - North
27176,504395176,1,Post Office,CLOVELLY WEST POST OFFICE,CLOVELLY WEST POST OFFICE,U,151.25485559998094,-33.91144594703465,118021651,Coogee - Clovelly
53100,511749319,8,Suburb,RANDWICK,RANDWICK,U,151.23829340959665,-33.91056814017534,118021569,Randwick - North
67082,512721863,1,General Hospital,EASTERN SUBURBS PRIVATE HOSPITAL,EASTERN SUBURBS PRIVATE HOSPITAL,U,151.24607948725318,-33.91042045918672,118021569,Randwick - North
70591,512862567,1,Community Facility,RANDWICK TOWN HALL,RANDWICK TOWN HALL,U,151.24310999828364,-33.91101599913277,118021569,Randwick - North
108389,515686050,3,Club,RANDWICK LABOR CLUB,RANDWICK LABOR CLUB,U,151.23840190991328,-33.91285591816381,118021570,Randwick - South
109378,515791396,1,Nursing Home,SUMMITCARE RANDWICK,SUMMITCARE RANDWICK,U,151.24543159711743,-33.908500150637174,118021569,Randwick - North
109473,515792775,1,Nursing Home,RANDWICK MONTEFIORE HOME,RANDWICK MONTEFIORE HOME,U,151.23859408829864,-33.90678558298864,118021569,Randwick - North
115783,517014456,2,Primary School,COOGEE BOYS PREPARATORY SCHOOL,COOGEE BOYS PREPARATORY SCHOOL,U,151.23976745604466,-33.91238472713514,118021569,Randwick - North
115972,517014649,2,Special School,CENTENNIAL PARK SCHOOL,CENTENNIAL PARK SCHOOL,U,151.2435582153896,-33.909847374071234,118021569,Randwick - North
117054,517015818,2,Primary School,RANDWICK PUBLIC SCHOOL,RANDWICK PUBLIC SCHOOL,U,151.2428556187514,-33.909879706808155,118021569,Randwick - North
117242,517016021,2,Special School,THE JOSEPH VARGA SCHOOL,THE JOSEPH VARGA SCHOOL,U,151.23743120029874,-33.91210038904451,118021569,Randwick - North
147313,500324629,3,Park,ALISON PARK,ALISON PARK,U,151.24051910339236,-33.91191011981775,118021569,Randwick - North
147382,504594033,3,Park,FRANK DOYLE PARK,FRANK DOYLE PARK,U,151.2418547095736,-33.9082782915454,118021569,Randwick - North
147447,518400203,3,Park,DUTRUC STREET RESERVE,DUTRUC STREET RESERVE,U,151.24537414716008,-33.9128280580682,118021569,Randwick - North
147448,518400204,3,Park,FRED HOLLOWS RESERVE,FRED HOLLOWS RESERVE,U,151.2478823494345,-33.91175788459813,118021569,Randwick - North
147714,504379269,1,Place Of Worship,RANDWICK UNITING CHURCH,RANDWICK UNITING CHURCH,U,151.24344945545988,-33.912130670038046,118021569,Randwick - North
154030,518439525,3,Park,,Park,U,151.24930633097512,-33.909885659090065,118021569,Randwick - North
154060,517590627,3,Park,KYNASTON AVENUE RESERVE,KYNASTON AVENUE RESERVE,U,151.23732016403804,-33.91103022432957,118021569,Randwick - North
154419,500324640,1,Cemetery,ST JUDES CEMETERY,ST JUDES CEMETERY,U,151.24162961511965,-33.911473950720435,118021569,Randwick - North
160654,504379267,1,Police Station,RANDWICK POLICE STATION,RANDWICK POLICE STATION,U,151.24101837894239,-33.91283251317922,118021569,Randwick - North
163901,517873678,2,High School,SATURDAY SCHOOL OF COMMUNITY LANGUAGES RANDWICK CENTRE,SATURDAY SCHOOL OF COMMUNITY LANGUAGES RANDWICK CENTRE,U,151.24336441374854,-33.910540567102785,118021569,Randwick - North
170316,504379266,1,Place Of Worship,ST JUDES ANGLICAN,ST JUDES ANGLICAN,U,151.24245385263043,-33.91183340620728,118021569,Randwick - North
2563,500299937,3,Park,HIGH CROSS PARK,HIGH CROSS PARK,U,151.24134755400186,-33.91772396902348,118021570,Randwick - South
2595,500300826,3,Sports Field,,BOWLING GREEN,U,151.2492731552934,-33.922046265385674,118021651,Coogee - Clovelly
3112,500324529,1,General Hospital,PRINCE OF WALES HOSPITAL,PRINCE OF WALES HOSPITAL,U,151.2394733386375,-33.91777777092483,118021570,Randwick - South
3114,500324574,3,Park,BAKER PARK,BAKER PARK,U,151.2492719452627,-33.92234961570196,118021651,Coogee - Clovelly
26826,504379271,1,Shopping Centre,ROYAL RANDWICK SHOPPING CENTRE,ROYAL RANDWICK SHOPPING CENTRE,U,151.24104922439432,-33.91515266026918,118021570,Randwick - South
26827,504379272,1,Post Office,RANDWICK POST OFFICE,RANDWICK POST OFFICE,U,151.24057142576606,-33.91503034700999,118021570,Randwick - South
26828,504379274,1,Place Of Worship,OUR LADY OF THE SACRED HEART,OUR LADY OF THE SACRED HEART,U,151.2418469732824,-33.916202799816034,118021570,Randwick - South
26829,504379275,1,Community Medical Centre,RANDWICK EARLY CHILDHOOD CENTRE,RANDWICK EARLY CHILDHOOD CENTRE,U,151.24066806652436,-33.91519604571429,118021570,Randwick - South
26831,504379277,1,Shopping Centre,RANDWICK PLAZA,RANDWICK PLAZA,U,151.2404609716137,-33.916296427940836,118021570,Randwick - South
26832,504379278,2,High School,BRIGIDINE COLLEGE RANDWICK,BRIGIDINE COLLEGE RANDWICK,U,151.24319435817364,-33.91905610567704,118021570,Randwick - South
26833,504379279,2,Primary School,CLAREMONT COLLEGE,CLAREMONT COLLEGE,U,151.24454469223406,-33.91827874950779,118021570,Randwick - South
26840,504379297,1,Retirement Village,KOINONIA RETIREMENT VILLAGE,KOINONIA RETIREMENT VILLAGE,U,151.2453306812767,-33.92093533280587,118021570,Randwick - South
26842,504379299,3,Park,,Park,U,151.2475568673492,-33.92112039370278,118021570,Randwick - South
26843,504379300,3,Park,,Park,U,151.24878293386305,-33.92117203544679,118021651,Coogee - Clovelly
26844,504379301,3,Park,LEETE PARK,LEETE PARK,U,151.24908885603134,-33.92347165504602,118021570,Randwick - South
26845,504379302,3,Sports Court,,TENNIS COURTS,U,151.2491722125032,-33.922615540645936,118021651,Coogee - Clovelly
108498,515695276,1,Place Of Worship,GRACEPOINT CHRISTIAN CHURCH,GRACEPOINT CHRISTIAN CHURCH,U,151.24183235320115,-33.9189773037941,118021570,Randwick - South
109401,515791685,1,Nursing Home,MILFORD HOUSE NURSING HOME,MILFORD HOUSE NURSING HOME,U,151.2421019088718,-33.91503594035571,118021570,Randwick - South
109431,515791889,4,Helipad,,Helipad,U,151.23943575222768,-33.91953601950534,118021570,Randwick - South
115782,517014455,2,Primary School,OUR LADY OF THE SACRED HEART SCHOOL,OUR LADY OF THE SACRED HEART SCHOOL,U,151.2427072916266,-33.91571283758987,118021570,Randwick - South
115784,517014457,2,Primary School,COOGEE PUBLIC SCHOOL,COOGEE PUBLIC SCHOOL,U,151.24994565118308,-33.919975227489076,118021651,Coogee - Clovelly
117944,517102293,1,Post Office,ST PAULS POST OFFICE,ST PAULS POST OFFICE,U,151.24264526115965,-33.92096941384033,118021570,Randwick - South
118050,517139346,1,Nursing Home,CATHOLIC HEALTHCARE BRIGIDINE HOUSE,CATHOLIC HEALTHCARE BRIGIDINE HOUSE,U,151.24383442218667,-33.91910742514887,118021570,Randwick - South
128924,517417613,1,Community Medical Centre,RANDWICK DEVELOPMENTAL CLINIC TUMBATIN BUILDING,RANDWICK DEVELOPMENTAL CLINIC TUMBATIN BUILDING,U,151.24002066147884,-33.921025770513204,118021570,Randwick - South
128926,517417633,1,Community Medical Centre,SYDNEY CHILDREN'S COMMUNITY HEALTH CENTRE,SYDNEY CHILDREN'S COMMUNITY HEALTH CENTRE,U,151.24002066147884,-33.921025770513204,118021570,Randwick - South
130193,517458552,3,Club,COOGEE DIGGERS,COOGEE DIGGERS,U,151.24965125619642,-33.92210109845439,118021651,Coogee - Clovelly
132218,517556458,1,Retirement Village,STRATHALLEN VILLAGE,STRATHALLEN VILLAGE,U,151.24358014146907,-33.91868259464651,118021570,Randwick - South
134001,517590631,3,Park,MUNDA STREET RESERVE,MUNDA STREET RESERVE,U,151.2469293977165,-33.93106025541796,118021570,Randwick - South
134018,517590712,1,Community Facility,RANDWICK COMMUNITY CENTRE,RANDWICK COMMUNITY CENTRE,U,151.24682697540104,-33.93043761762962,118021570,Randwick - South
138623,518129150,1,Nursing Home,ST BASIL'S RANDWICK,ST BASIL'S RANDWICK,U,151.24438018555267,-33.91994892768693,118021570,Randwick - South
139585,518261191,4,Railway Station,RANDWICK LIGHT RAIL STOP,RANDWICK LIGHT RAIL STOP,U,151.24059094076728,-33.917081565450275,118021570,Randwick - South
147366,504379290,3,Park,ALBI PLACE RESERVE,ALBI PLACE RESERVE,U,151.24517810512063,-33.91647682855283,118021570,Randwick - South
147368,504379298,3,Park,GREEN ISLAND,GREEN ISLAND,U,151.24651353163887,-33.9206706802876,118021570,Randwick - South
147426,518400181,3,Park,ARGYLE CRESCENT RESERVE,ARGYLE CRESCENT RESERVE,U,151.24985556363475,-33.93224364448296,118021654,South Coogee
147429,518400184,3,Park,ERNEST COLLINS RESERVE,ERNEST COLLINS RESERVE,U,151.24953053879196,-33.925345664688344,118021651,Coogee - Clovelly
154018,518439440,3,Park,,Park,U,151.2403977131497,-33.922124234033184,118021570,Randwick - South
154025,518439463,3,Monument,CAPTAIN COOK'S STATUE,CAPTAIN COOK'S STATUE,U,151.24114949524468,-33.91662814065443,118021570,Randwick - South
154040,518439584,3,Park,MILFORD STREET RESERVE,MILFORD STREET RESERVE,U,151.24357192098591,-33.91555439934265,118021570,Randwick - South
154043,500324562,3,Park,BANGOR PARK,BANGOR PARK,U,151.24746418905968,-33.92595105569844,118021651,Coogee - Clovelly
154059,517590623,3,Park,RANDWICK ENVIRONMENT PARK,RANDWICK ENVIRONMENT PARK,U,151.24837976098036,-33.93161271453784,118021570,Randwick - South
170317,504379276,1,Library,RANDWICK LIBRARY,RANDWICK LIBRARY,U,151.24050187460352,-33.91478286029058,118021570,Randwick - South
170335,518477564,1,Place Of Worship,UNITING CHURCH,UNITING CHURCH,U,151.24536339971598,-33.92094049565111,118021570,Randwick - South
