objectid,topoid,poigroup,poitype,poiname,poilabel,urbanity,lon,lat,sa2_code,sa2_name
123026,517259431,3,Park,BLESSED MARY MACKILLOP PLACE,BLESSED MARY MACKILLOP PLACE,U,151.24635613332637,-33.90617807634522,118021569,Randwick - North
123696,517332325,1,Embassy,CONSULATE-GENERAL OF THE NETHERLANDS,CONSULATE-GENERAL OF THE NETHERLANDS,U,151.25005671529146,-33.89121693402331,118011341,Bondi Junction - Waverly
123719,517332512,1,Embassy,CONSULATE-GENERAL OF SWITZERLAND,CONSULATE-GENERAL OF SWITZERLAND,U,151.25005671529146,-33.89121693402331,118011341,Bondi Junction - Waverly
123851,517341009,4,Transport Interchange,BONDI JUNCTION BUS INTERCHANGE,BONDI JUNCTION BUS INTERCHANGE,U,151.24844214987516,-33.89102828704345,118011341,Bondi Junction - Waverly
130479,517466752,1,Retirement Village,EMANUEL GARDENS,EMANUEL GARDENS,U,151.2421021424338,-33.88922090638574,118011347,Woollahra
130747,517473384,3,Club,BONDI-WAVERLEY SQUASH CLUB,BONDI-WAVERLEY SQUASH CLUB,U,151.24519353188904,-33.8917992253206,118011341,Bondi Junction - Waverly
130772,517473592,3,Club,CLUB BONDI JUNCTION,CLUB BONDI JUNCTION,U,151.24992471145382,-33.89337249309823,118011341,Bondi Junction - Waverly
132422,517574164,1,Tourist Information Centre,WAVERLEY LIBRARY VISITOR CENTRE,WAVERLEY LIBRARY VISITOR CENTRE,U,151.24509637100618,-33.892815355233616,118011341,Bondi Junction - Waverly
135475,517596422,2,High School,WAYS SECONDARY BONDI JUNCTION CAMPUS,WAYS SECONDARY BONDI JUNCTION CAMPUS,U,151.2482838011451,-33.89166008645849,118011341,Bondi Junction - Waverly
137959,517889958,1,Nursing Home,BUPA QUEENS PARK,BUPA QUEENS PARK,U,151.25336678972118,-33.90354686144542,118011341,Bondi Junction - Waverly
139724,518269435,1,SES Facility,WAVERLEY-WOOLLAHRA SES,WAVERLEY-WOOLLAHRA SES,U,151.24991240363605,-33.89087311155322,118011341,Bondi Junction - Waverly
141286,518346718,3,Park,ROTARY PLAYGROUND,ROTARY PLAYGROUND,U,151.24675572911758,-33.8935376455701,118011341,Bondi Junction - Waverly
141361,518349215,1,General Hospital,WAR MEMORIAL HOSPITAL,WAR MEMORIAL HOSPITAL,U,151.25372750103702,-33.897711301670455,118011341,Bondi Junction - Waverly
145954,504379215,4,Railway Station,BONDI JUNCTION RAILWAY STATION,BONDI JUNCTION RAILWAY STATION,U,151.2484838415858,-33.891353141561886,118011341,Bondi Junction - Waverly
147451,518400207,3,Park,BELLA STREET RESERVE,BELLA STREET RESERVE,U,151.24991974556693,-33.9038324269613,118021569,Randwick - North
150119,517014265,2,Primary School,ST CHARLES' CATHOLIC PRIMARY SCHOOL WAVERLEY,ST CHARLES' CATHOLIC PRIMARY SCHOOL WAVERLEY,U,151.25352346219495,-33.89909784964491,118011341,Bondi Junction - Waverly
154026,518439464,3,Park,CENTENNIAL PARKLANDS,CENTENNIAL PARKLANDS,U,151.2429686366956,-33.90157579873657,118011341,Bondi Junction - Waverly
154028,518439516,3,Park,,Park,U,151.2477396071359,-33.90601373939426,118021569,Randwick - North
154044,504379257,3,Park,BIELER PARK,BIELER PARK,U,151.25034760505184,-33.906841527059164,118021569,Randwick - North
161640,518462437,2,High School,ST CLARE'S COLLEGE-BRONTE ROAD CAMPUS,ST CLARE'S COLLEGE-BRONTE ROAD CAMPUS,U,151.25347436656972,-33.89981597247147,118011341,Bondi Junction - Waverly
163887,517482194,1,Nursing Home,WAR MEMORIAL HOSPITAL TRANSITIONAL AGED CARE PROGRAM,WAR MEMORIAL HOSPITAL TRANSITIONAL AGED CARE PROGRAM,U,151.25348457682125,-33.89665032455833,118011341,Bondi Junction - Waverly
2511,500294960,3,Park,CENTENNIAL PARK,CENTENNIAL PARK,U,151.2350715407447,-33.89719320166443,118011342,Centennial Park
2592,500300737,3,Park,TAY RESERVE,TAY RESERVE,U,151.223270201279,-33.90224980036696,118021564,Kensington (NSW)
25911,504377182,6,Manmade Waterbody,BUSBYS POND,BUSBYS POND,U,151.23107699408592,-33.89898671407485,118011342,Centennial Park
25912,504377183,6,Manmade Waterbody,LILY POND,LILY POND,U,151.2345379504491,-33.90031627001806,118011342,Centennial Park
25913,504377184,6,Manmade Waterbody,DUCK POND,DUCK POND,U,151.23606847847063,-33.90189109777963,118011342,Centennial Park
25914,504377185,6,Manmade Waterbody,WILLOW POND,WILLOW POND,U,151.23908657887338,-33.90132374044018,118011342,Centennial Park
25915,504377186,6,Manmade Waterbody,ONE MORE SHOT POND,ONE MORE SHOT POND,U,151.24072845666763,-33.90190100302436,118011342,Centennial Park
25917,504377189,6,Manmade Waterbody,KENSINGTON POND,KENSINGTON POND,U,151.22655519474594,-33.90380105298249,118011342,Centennial Park
25918,504377236,6,Manmade Waterbody,RANDWICK POND,RANDWICK POND,U,151.23347819263702,-33.90231625952294,118011342,Centennial Park
26738,504379048,3,Sports Field,SYDNEY CRICKET GROUND,SYDNEY CRICKET GROUND,U,151.22477168586911,-33.89175075656471,118011345,Paddington - Moore Park
26796,504379202,3,Sports Court,,TENNIS COURTS,U,151.22334536421715,-33.89701386825719,118011345,Paddington - Moore Park
26815,504379256,3,Park,GOVETT RESERVE,GOVETT RESERVE,U,151.23966211959447,-33.90422867976704,118021569,Randwick - North
29062,504593987,6,Manmade Waterbody,FLY CASTING POND,FLY CASTING POND,U,151.23962108275566,-33.898946833749584,118011342,Centennial Park
29090,504594048,3,Sports Field,MCKAY OVAL,MCKAY OVAL,U,151.22872870001692,-33.89977402047082,118011342,Centennial Park
31594,504772877,3,Monument,FEDERATION PAVILION,FEDERATION PAVILION,U,151.23894283225823,-33.89465655666417,118011342,Centennial Park
53139,511751705,8,Suburb,CENTENNIAL PARK,CENTENNIAL PARK,U,151.23300560333914,-33.898200143055355,118011342,Centennial Park
53679,511779251,8,Urban Place,CENTENNIAL SQUARE,CENTENNIAL SQUARE,U,151.23303771182233,-33.88961534866577,118011345,Paddington - Moore Park
117305,517033404,3,Sports Field,MCKAY FIELDS,MCKAY FIELDS,U,151.22975409008276,-33.90092530964252,118011342,Centennial Park
117306,517033412,3,Sports Field,MISSION FIELDS,MISSION FIELDS,U,151.23194666119736,-33.90117933079677,118011342,Centennial Park
117307,517033413,3,Park,EQUESTRIAN GROUNDS,EQUESTRIAN GROUNDS,U,151.23169264907602,-33.90313125529645,118011342,Centennial Park
117308,517033414,3,Park,CHURCH GROUNDS,CHURCH GROUNDS,U,151.23455369162778,-33.90350560019835,118011342,Centennial Park
117309,517033569,3,Sports Field,BRAZILIAN FIELDS,BRAZILIAN FIELDS,U,151.23493074329863,-33.897875629273685,118011342,Centennial Park
117310,517033570,3,Park,LACHLAN RESERVE,LACHLAN RESERVE,U,151.2344212664802,-33.89920546276288,118011342,Centennial Park
117311,517033629,3,Park,PINE GROVE,PINE GROVE,U,151.23643550853612,-33.896743236721896,118011342,Centennial Park
117312,517033630,3,Park,PARADE GROUNDS,PARADE GROUNDS,U,151.23618518938892,-33.89534289241022,118011342,Centennial Park
117314,517033637,3,Park,LOCH AVENUE SOUTH AREA,LOCH AVENUE SOUTH AREA,U,151.23841196745119,-33.89730678376776,118011342,Centennial Park
117315,517033642,3,Park,FEDERATION VALLEY,FEDERATION VALLEY,U,151.23955629086748,-33.89413671710646,118011342,Centennial Park
117316,517033643,3,Park,CANNON TRIANGLE,CANNON TRIANGLE,U,151.23374141159175,-33.89361798990022,118011342,Centennial Park
117317,517033644,3,Park,PAPERBARK GROVE,PAPERBARK GROVE,U,151.23300914359965,-33.89298021126036,118011342,Centennial Park
117318,517033665,3,Park,FROG HOLLOW,FROG HOLLOW,U,151.23196979730747,-33.89603525268331,118011342,Centennial Park
117319,517033668,8,Urban Place,CENTENNIAL PARKLANDS DINING PRECINCT,CENTENNIAL PARKLANDS DINING PRECINCT,U,151.23327796444846,-33.89454679254059,118011342,Centennial Park
117320,517033679,3,Park,SANDSTONE RIDGE,SANDSTONE RIDGE,U,151.23863198822048,-33.893026671963945,118011342,Centennial Park
117321,517033682,3,Outdoor Theatre,BELVEDERE AMPHITHEATRE,BELVEDERE AMPHITHEATRE,U,151.2404095457586,-33.89233671445325,118011342,Centennial Park
117322,517033684,3,Park,ROSE GARDEN,ROSE GARDEN,U,151.2323211580595,-33.89812497994527,118011342,Centennial Park
117323,517033687,3,Park,COLUMN GARDEN,COLUMN GARDEN,U,151.23275981978583,-33.89911053414181,118011342,Centennial Park
117324,517033750,3,Park,SNAKEBANK,SNAKEBANK,U,151.23120950816678,-33.89962425020618,118011342,Centennial Park
117325,517033752,3,Park,ASH PADDOCK,ASH PADDOCK,U,151.23005356773726,-33.904385038040274,118011342,Centennial Park
117326,517033755,3,Park,LACHLAN SWAMP,LACHLAN SWAMP,U,151.2366467356971,-33.89976981669505,118011342,Centennial Park
117327,517033760,3,Park,LEARNERS CYCLEWAY,LEARNERS CYCLEWAY,U,151.22829824080753,-33.90229577660426,118011342,Centennial Park
117328,517033761,3,Park,EDUCATION PRECINCT,EDUCATION PRECINCT,U,151.23925055644702,-33.89833536490633,118011342,Centennial Park
117329,517033882,3,Park,SHOWGROUND FIELD,SHOWGROUND FIELD,U,151.22285023888367,-33.89433522456023,118011345,Paddington - Moore Park
117330,517033883,3,Park,FEDERATION WAY,FEDERATION WAY,U,151.22451540550165,-33.89626011354209,118011345,Paddington - Moore Park
117333,517034257,3,Sports Field,CENTENNIAL PARKLANDS EQUESTRIAN CENTRE,CENTENNIAL PARKLANDS EQUESTRIAN CENTRE,U,151.22682408746,-33.89586801126617,118011345,Paddington - Moore Park
117334,517034259,8,Urban Place,CENTENNIAL PARKLANDS ENTERTAINMENT QUARTER,CENTENNIAL PARKLANDS ENTERTAINMENT QUARTER,U,151.22695054240418,-33.893620947967214,118011345,Paddington - Moore Park
117335,517034262,8,Urban Place,FOX STUDIOS,FOX STUDIOS,U,151.22725297821086,-33.894772478294,118011345,Paddington - Moore Park
117418,517044385,3,Park,BIRD SANCTUARY,BIRD SANCTUARY,U,151.23336372301537,-33.895536093235656,118011342,Centennial Park
117841,517098491,8,Urban Place,CENTENNIAL PARKLANDS OFFICE PRECINCT,CENTENNIAL PARKLANDS OFFICE PRECINCT,U,151.23417429984565,-33.8959392751342,118011342,Centennial Park
123045,517264955,1,Community Facility,ROYAL HALL OF INDUSTRIES,ROYAL HALL OF INDUSTRIES,U,151.2243727440514,-33.89509953836804,118011345,Paddington - Moore Park
123630,517331826,1,Embassy,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,U,151.22356911389318,-33.905559149295435,118021564,Kensington (NSW)
134014,517590684,3,Sports Field,,CRICKET GROUND,U,151.22413086906792,-33.89819543664839,118011345,Paddington - Moore Park
136917,517772911,1,Community Facility,HORDERN PAVILION,HORDERN PAVILION,U,151.22423267244412,-33.894020436693246,118011345,Paddington - Moore Park
139586,518261193,4,Railway Station,ROYAL RANDWICK LIGHT RAIL STOP,ROYAL RANDWICK LIGHT RAIL STOP,U,151.2297179023499,-33.90549378417412,118011342,Centennial Park
142254,516737996,1,Ambulance Station,RANDWICK SUPERSTATION,RANDWICK SUPERSTATION,U,151.23219245373386,-33.90602540144499,118021569,Randwick - North
146012,518261132,4,Railway Station,ES MARKS LIGHT RAIL STOP,ES MARKS LIGHT RAIL STOP,U,151.2239634123191,-33.90584494739603,118021564,Kensington (NSW)
147445,518400200,3,Park,PADGEN PARK,PADGEN PARK,U,151.22676738130767,-33.9047881124877,118021564,Kensington (NSW)
154015,518439433,3,Park,ABBOTFORD STREET MEDIAN,ABBOTFORD STREET MEDIAN,U,151.2248823008199,-33.90465556181688,118021564,Kensington (NSW)
154031,518439530,3,Park,GOVETT STREET ISLAND,GOVETT STREET ISLAND,U,151.23833865144928,-33.90488232425927,118021569,Randwick - North
163824,504379232,2,Technical College,RANDWICK TAFE COLLEGE,RANDWICK TAFE COLLEGE,U,151.23285278553627,-33.90556933220937,118021569,Randwick - North
2299,500267149,3,Park,RALEIGH RESERVE,RALEIGH RESERVE,S,151.2825470184202,-33.87656554201609,118011344,Dover Heights
2412,500279166,3,Park,,Park,S,151.28375621457295,-33.868246349887315,118011344,Dover Heights
2424,500279666,3,Park,DUMARESQ RESERVE,DUMARESQ RESERVE,U,151.27053273062143,-33.866232162050714,118011346,Rose Bay - Vaucluse - Watsons Bay
2473,500280457,1,Place Of Worship,ST ANDREW'S PRESBYTERIAN CHURCH,ST ANDREW'S PRESBYTERIAN CHURCH,U,151.27136588750474,-33.870861196791246,118011346,Rose Bay - Vaucluse - Watsons Bay
2474,500280479,3,Park,CAFFYN PARK,CAFFYN PARK,U,151.27890690744667,-33.87266642601065,118011344,Dover Heights
2475,500280490,2,Combined Primary-Secondary School,KESSER TORAH COLLEGE,KESSER TORAH COLLEGE,U,151.2824182332461,-33.87242586837358,118011344,Dover Heights
2476,500280501,3,Park,RODNEY RESERVE,RODNEY RESERVE,S,151.28366315899103,-33.873427019768144,118011344,Dover Heights
2477,500280512,3,Park,DUDLEY PAGE RESERVE,DUDLEY PAGE RESERVE,U,151.28075738662633,-33.8692718384401,118011344,Dover Heights
2478,500280524,1,Place Of Worship,SOUTH HEAD SYNAGOGUE,SOUTH HEAD SYNAGOGUE,U,151.2771025298074,-33.86817635029335,118011346,Rose Bay - Vaucluse - Watsons Bay
2479,500280535,1,Place Of Worship,ST MARY MAGDALENE,ST MARY MAGDALENE,U,151.27071693196706,-33.86928043472186,118011346,Rose Bay - Vaucluse - Watsons Bay
2480,500280546,2,Combined Primary-Secondary School,KAMBALA,KAMBALA,U,151.2718735542179,-33.86514587979784,118011346,Rose Bay - Vaucluse - Watsons Bay
2481,500280568,1,Place Of Worship,ST MICHAEL'S ANGLICAN CHURCH,ST MICHAEL'S ANGLICAN CHURCH,U,151.27105379750367,-33.86125948352711,118011346,Rose Bay - Vaucluse - Watsons Bay
2482,500280579,3,Park,FORSYTH PARK,FORSYTH PARK,U,151.2719708579328,-33.86399363182888,118011346,Rose Bay - Vaucluse - Watsons Bay
2486,500280646,3,Park,DIAMOND BAY RESERVE,DIAMOND BAY RESERVE,U,151.28192941767918,-33.861838386786424,118011344,Dover Heights
2487,500280657,1,Post Office,ROSE BAY NORTH POST OFFICE,ROSE BAY NORTH POST OFFICE,U,151.2784622045501,-33.86501592895835,118011344,Dover Heights
2488,500280668,3,Park,CLARKE RESERVE,CLARKE RESERVE,S,151.285090090599,-33.857762456272134,118011344,Dover Heights
2490,500280712,1,Cemetery,SOUTH HEAD GENERAL CEMETERY,SOUTH HEAD GENERAL CEMETERY,U,151.28149345539035,-33.858401488807445,118011344,Dover Heights
2491,500280723,1,Post Office,ROSE BAY POST OFFICE,ROSE BAY POST OFFICE,U,151.27038765809291,-33.87006016646479,118011346,Rose Bay - Vaucluse - Watsons Bay
2492,500280734,3,Park,SAMUEL PARK,SAMUEL PARK,U,151.2779633323436,-33.85756740864541,118011346,Rose Bay - Vaucluse - Watsons Bay
24908,504330519,3,Sports Field,,BOWLING GREENS,U,151.27858436554732,-33.86154683319065,118011344,Dover Heights
24950,504331145,3,Park,KIMBERLEY RESERVE,KIMBERLEY RESERVE,U,151.27933251755022,-33.862607720223515,118011344,Dover Heights
27224,504395259,1,Place Of Worship,GREEK ORTHODOX CHRISTIAN CHURCH OF ST GEORGE,GREEK ORTHODOX CHRISTIAN CHURCH OF ST GEORGE,U,151.27060899669075,-33.87670376651468,118011346,Rose Bay - Vaucluse - Watsons Bay
27226,504395261,1,Place Of Worship,ROSE BAY-VAUCLUSE UNITING CHURCH,ROSE BAY-VAUCLUSE UNITING CHURCH,U,151.27326909329997,-33.87349345141175,118011346,Rose Bay - Vaucluse - Watsons Bay
27227,504395262,1,Place Of Worship,ST THERESE'S CATHOLIC CHURCH,ST THERESE'S CATHOLIC CHURCH,U,151.28195120092653,-33.874159619158476,118011344,Dover Heights
27228,504395263,3,Park,ONSLOW STREET RESERVE,ONSLOW STREET RESERVE,U,151.27668572319368,-33.87669432746211,118011344,Dover Heights
27297,504395405,1,Child Care Centre,ST THERESE COMMUNITY PRE-SCHOOL,ST THERESE COMMUNITY PRE-SCHOOL,U,151.28204803841584,-33.874464707626096,118011344,Dover Heights
30365,504650828,1,Community Facility,DIAMOND BAY BOWLING CLUB,DIAMOND BAY BOWLING CLUB,U,151.27884321868964,-33.86183736483999,118011344,Dover Heights
53081,511748489,8,Suburb,DOVER HEIGHTS,DOVER HEIGHTS,U,151.27987944603117,-33.87782410289395,118011344,Dover Heights
53082,511748490,8,Suburb,ROSE BAY,ROSE BAY,U,151.271190381851,-33.87685565263057,118011344,Dover Heights
53283,511754173,8,Urban Place,ROSE BAY NORTH,ROSE BAY NORTH,U,151.27633175373404,-33.867207317656245,118011346,Rose Bay - Vaucluse - Watsons Bay
53284,511754174,8,Urban Place,DIAMOND BAY,DIAMOND BAY,U,151.28133333158928,-33.862329702134964,118011344,Dover Heights
53285,511754175,8,Suburb,VAUCLUSE,VAUCLUSE,U,151.2734183169434,-33.8600899178328,118011346,Rose Bay - Vaucluse - Watsons Bay
69956,512823207,3,Sports Field,,BOWLING GREENS,U,151.27895025744735,-33.85802249172886,118011346,Rose Bay - Vaucluse - Watsons Bay
70737,512862742,1,Community Facility,VAUCLUSE BOWLING CLUB,VAUCLUSE BOWLING CLUB,U,151.27942472961408,-33.85779289754893,118011346,Rose Bay - Vaucluse - Watsons Bay
71016,512879486,3,Lookout,JOHNSTONS LOOKOUT,JOHNSTONS LOOKOUT,U,151.27586554606796,-33.85907718474325,118011346,Rose Bay - Vaucluse - Watsons Bay
109241,515790212,1,Nursing Home,VAUCLUSE NURSING HOME,VAUCLUSE NURSING HOME,U,151.281050733279,-33.86016778723056,118011344,Dover Heights
109331,515791052,1,Nursing Home,REGIS ROSE BAY,REGIS ROSE BAY,U,151.2705953351119,-33.876099683689574,118011346,Rose Bay - Vaucluse - Watsons Bay
115583,517014247,2,Primary School,ROSE BAY PUBLIC SCHOOL,ROSE BAY PUBLIC SCHOOL,U,151.27107292712765,-33.87280535866953,118011346,Rose Bay - Vaucluse - Watsons Bay
115849,517014523,2,Primary School,MCAULEY PRIMARY SCHOOL,MCAULEY PRIMARY SCHOOL,U,151.27200443695813,-33.87044516061914,118011346,Rose Bay - Vaucluse - Watsons Bay
115929,517014606,2,High School,KINCOPPAL ROSE BAY SCHOOL OF THE SACRED HEART,KINCOPPAL ROSE BAY SCHOOL OF THE SACRED HEART,U,151.2711503493287,-33.863205555108586,118011346,Rose Bay - Vaucluse - Watsons Bay
117958,517103159,1,Post Office,VAUCLUSE POST OFFICE,VAUCLUSE POST OFFICE,U,151.27796876445612,-33.85936877437202,118011346,Rose Bay - Vaucluse - Watsons Bay
120125,517208172,1,Retirement Village,PRINCESS GARDENS,PRINCESS GARDENS,U,151.27728665928788,-33.870340533490875,118011344,Dover Heights
123637,517331834,1,Embassy,CONSULATE OF THE CZECH REPUBLIC,CONSULATE OF THE CZECH REPUBLIC,U,151.28101961923076,-33.87227789980936,118011344,Dover Heights
123672,517332096,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF KIRIBATI,CONSULATE-GENERAL OF THE REPUBLIC OF KIRIBATI,U,151.2787251540102,-33.876808179252,118011344,Dover Heights
133875,517590228,3,Park,EASTERN RESERVE,EASTERN RESERVE,S,151.28344325500277,-33.86618031397824,118011344,Dover Heights
133933,517590468,1,Community Facility,KIMBERLEY RESERVE COMMUNITY HALL,KIMBERLEY RESERVE COMMUNITY HALL,U,151.27908935168765,-33.862694849647596,118011344,Dover Heights
138827,518194727,1,Nursing Home,MARKMORAN AT VAUCLUSE,MARKMORAN AT VAUCLUSE,U,151.28024681655816,-33.858534899848785,118011346,Rose Bay - Vaucluse - Watsons Bay
140070,518275572,5,Filtration Plant,,Filtration Plant,U,151.2803542766257,-33.86918516549482,118011344,Dover Heights
141200,518345216,3,Park,VAUCLUSE PARK,VAUCLUSE PARK,U,151.27310994686593,-33.86011950788412,118011346,Rose Bay - Vaucluse - Watsons Bay
142934,517913103,1,Community Facility,HATZOLAH CFR,HATZOLAH CFR,U,151.27871844000177,-33.863497395445876,118011344,Dover Heights
2512,500295027,3,Park,MOORE PARK,MOORE PARK,U,151.2189033891733,-33.89405152346172,118011345,Paddington - Moore Park
2513,500295038,3,Sports Field,TRAMWAY OVAL,TRAMWAY OVAL,U,151.22206309370924,-33.89168413630848,118011345,Paddington - Moore Park
2514,500295049,3,Golf Course,MOORE PARK GOLF COURSE,MOORE PARK GOLF COURSE,U,151.21878529754431,-33.89771697593538,118011345,Paddington - Moore Park
2516,500295071,3,Sports Field,E S MARKS ATHLETICS FIELD,E S MARKS ATHLETICS FIELD,U,151.22226352851035,-33.903037734239355,118011345,Paddington - Moore Park
2584,500300593,3,Club,PADDINGTON BOWLING CLUB,PADDINGTON BOWLING CLUB,U,151.23727337169322,-33.88394702986303,118011345,Paddington - Moore Park
2585,500300604,3,Sports Court,,TENNIS COURTS,U,151.23630238449925,-33.88182113208379,118011345,Paddington - Moore Park
2588,500300670,3,Park,MONCUR RESERVE,MONCUR RESERVE,U,151.2370244512229,-33.886656805148306,118011347,Woollahra
2591,500300715,3,Park,DILLON STREET RESERVE,DILLON STREET RESERVE,U,151.22692423344446,-33.880156978618295,118011345,Paddington - Moore Park
3095,500324163,3,Park,TRUMPER PARK,TRUMPER PARK,U,151.23512289473456,-33.88120175752963,118011345,Paddington - Moore Park
3096,500324174,3,Sports Field,WEIGALL SPORTSGROUND,WEIGALL SPORTSGROUND,U,151.22957788464151,-33.87817412785211,118011345,Paddington - Moore Park
25909,504377179,6,Natural Waterbody,KIPPAX LAKE,KIPPAX LAKE,U,151.22235073875476,-33.889690081548345,118011345,Paddington - Moore Park
26584,504378763,1,Nursing Home,PRESBYTERIAN AGED CARE-PADDINGTON,PRESBYTERIAN AGED CARE-PADDINGTON,U,151.22614421460517,-33.88074673684699,118011345,Paddington - Moore Park
26585,504378764,2,University,UNIVERSITY OF NEW SOUTH WALES ART DESIGN CAMPUS,UNIVERSITY OF NEW SOUTH WALES ART DESIGN CAMPUS,U,151.22049616325748,-33.884038615002666,118011345,Paddington - Moore Park
26586,504378765,1,Ambulance Station,PADDINGTON AMBULANCE STATION,PADDINGTON AMBULANCE STATION,U,151.2259017027161,-33.88553449667074,118011345,Paddington - Moore Park
26587,504378766,1,Community Facility,PADDINGTON TOWN HALL,PADDINGTON TOWN HALL,U,151.22566517001357,-33.88516389033316,118011345,Paddington - Moore Park
26588,504378767,1,Post Office,PADDINGTON POST OFFICE,PADDINGTON POST OFFICE,U,151.22634856606092,-33.88482251486525,118011345,Paddington - Moore Park
26589,504378769,3,Park,BARRACK RESERVE,BARRACK RESERVE,U,151.22213900045244,-33.88397018400123,118011345,Paddington - Moore Park
26590,504378771,3,Park,OATLEY RESERVE,OATLEY RESERVE,U,151.2257674854295,-33.88607823426469,118011345,Paddington - Moore Park
26592,504378773,3,Park,STEWART STREET RESERVE,STEWART STREET RESERVE,U,151.2281702533374,-33.88801246327897,118011345,Paddington - Moore Park
26594,504378775,3,Park,REGENT STREET RESERVE,REGENT STREET RESERVE,U,151.22836352587078,-33.8860735189857,118011345,Paddington - Moore Park
26595,504378776,1,Place Of Worship,,UNITING CHURCH,U,151.2298468132881,-33.88724179428563,118011345,Paddington - Moore Park
26596,504378778,3,Park,STRONG MEMORIAL RESERVE,STRONG MEMORIAL RESERVE,U,151.23063158241865,-33.88766014308338,118011345,Paddington - Moore Park
26597,504378779,1,Place Of Worship,,CHURCH OF CHRIST,U,151.23382074271274,-33.88607186942101,118011345,Paddington - Moore Park
26599,504378781,1,Place Of Worship,ST GEORGE'S ANGLICAN CHURCH,ST GEORGE'S ANGLICAN CHURCH,U,151.22889974194194,-33.88221458836776,118011345,Paddington - Moore Park
26600,504378783,2,Primary School,SYDNEY GRAMMAR SCHOOL EDGECLIFF PREPARATORY SCHOOL,SYDNEY GRAMMAR SCHOOL EDGECLIFF PREPARATORY SCHOOL,U,151.23006493322228,-33.87967217072002,118011345,Paddington - Moore Park
26601,504378786,3,Park,JAMES COOK RESERVE (COOK'S PADDOCK),JAMES COOK RESERVE (COOK'S PADDOCK),U,151.22986568240069,-33.88577160337208,118011345,Paddington - Moore Park
26602,504378787,1,Police Station,PADDINGTON POLICE STATION,PADDINGTON POLICE STATION,U,151.23264600413765,-33.88826200311748,118011345,Paddington - Moore Park
26606,504378795,1,Community Facility,EJ WARD PADDINGTON COMMUNITY CENTRE,EJ WARD PADDINGTON COMMUNITY CENTRE,U,151.2326340637309,-33.88698976297355,118011345,Paddington - Moore Park
26607,504378796,1,Library,PADDINGTON LIBRARY,PADDINGTON LIBRARY,U,151.22582113461488,-33.88517986413459,118011345,Paddington - Moore Park
26609,504378798,1,Post Office,EDGECLIFF POST OFFICE,EDGECLIFF POST OFFICE,U,151.23545855113878,-33.878983521461564,118011650,Double Bay - Darling Point
26611,504378801,1,Shopping Centre,EDGECLIFF CENTRE,EDGECLIFF CENTRE,U,151.23563297252593,-33.879072847693365,118011650,Double Bay - Darling Point
26612,504378802,3,Sports Field,TRUMPER OVAL,TRUMPER OVAL,U,151.2335824708719,-33.88036381321997,118011345,Paddington - Moore Park
26616,504378809,3,Sports Court,,BASKETBALL COURTS,U,151.2317729036652,-33.87836638758099,118011345,Paddington - Moore Park
26619,504378814,3,Sports Court,,TENNIS COURTS,U,151.22877431736538,-33.87903815700059,118011345,Paddington - Moore Park
26620,504378816,3,Sports Court,,TENNIS COURTS,U,151.23183012095893,-33.879700882155305,118011345,Paddington - Moore Park
26798,504379224,3,Sports Court,,TENNIS COURTS,U,151.22007326965934,-33.89472538174881,118011345,Paddington - Moore Park
26799,504379225,3,Club,MOORE PARK GOLF HOUSE,MOORE PARK GOLF HOUSE,U,151.22053211742838,-33.896370254247834,118011345,Paddington - Moore Park
53140,511751706,8,Suburb,MOORE PARK,MOORE PARK,U,151.2214813671891,-33.89521051272329,118011345,Paddington - Moore Park
53143,511751856,8,Suburb,PADDINGTON,PADDINGTON,U,151.22869307732435,-33.88466314444626,118011345,Paddington - Moore Park
53144,511751857,8,Suburb,EDGECLIFF,EDGECLIFF,U,151.2366842861743,-33.88118340768299,118011650,Double Bay - Darling Point
53663,511779018,7,Mountain Like,MOUNT RENNIE,MOUNT RENNIE,U,151.22050066291874,-33.897159980535214,118011345,Paddington - Moore Park
53664,511779019,7,Mountain Like,MOUNT STEELE,MOUNT STEELE,U,151.21856682816556,-33.89551782476572,118011345,Paddington - Moore Park
53685,511779868,8,Urban Place,WHITE CITY,WHITE CITY,U,151.23582766978737,-33.881586105552884,118011345,Paddington - Moore Park
70534,512862488,1,Place Of Worship,,CATHOLIC CHURCH,U,151.23158275098078,-33.88860572649299,118011345,Paddington - Moore Park
106762,515398552,3,Park,ROYAL HOSPITAL FOR WOMEN PARK,ROYAL HOSPITAL FOR WOMEN PARK,U,151.22539234267865,-33.88254445368871,118011345,Paddington - Moore Park
107685,515614222,3,Park,PADDINGTON RESERVOIR GARDENS,PADDINGTON RESERVOIR GARDENS,U,151.22698025777547,-33.8853666910181,118011345,Paddington - Moore Park
108130,515677168,3,Sports Field,,BOWLING GREENS,U,151.23720093424362,-33.88345940738428,118011345,Paddington - Moore Park
108131,515677170,3,Sports Court,,TENNIS COURTS,U,151.23717393447944,-33.88286866336328,118011345,Paddington - Moore Park
108191,515678489,3,Sports Field,,BOWLING GREEN,U,151.22419584870394,-33.88572299173828,118011345,Paddington - Moore Park
108192,515678490,3,Sports Court,,TENNIS COURT,U,151.2248125969437,-33.88587147093742,118011345,Paddington - Moore Park
